unigram,count,beginning_count
early,1,0
deswegen,1,0
desktoprechner,1,0
catscan,1,0
computerprogramms,1,0
code,1,0
ausgehaendigten,1,0
commercial,1,0
ausgegliedertes,1,0
commonslogo,1,0
commonsroot,1,0
communitynetzzeitungsseite,1,0
communitys,1,1
comprehensive,1,0
ausgegliedert,1,0
computerausdrucke,1,0
computerhersteller,1,0
computerprogramm,1,0
computerwelt,1,0
clique,1,0
comunità,1,0
ausgegangen,1,0
ausgeblendet,1,0
copyright,1,0
core,1,0
corporations,1,0
corriere,1,1
could,1,0
count,1,1
county,1,0
course,1,0
court,1,0
created,1,0
closed,1,0
clickt,1,0
ausgebildeten,1,0
ausgesetzt,1,0
ccby,1,0
ccbylizenz,1,0
cellpadding,1,0
cellspacing,1,0
auslaendischen,1,0
ausgewogene,1,0
chance,1,0
changelog,1,0
changelog2,1,0
ausgesprochen,1,0
channels,1,1
charlottenburg,1,0
charset,1,0
chatlogs,1,0
claudia,1,0
chatraeume,1,0
chats,1,0
ausgereift,1,0
ausgelöst,1,1
chemienobelpreis,1,0
ausgeliefert,1,0
chinas,1,0
chinesischer,1,0
ausgelegt,1,0
chronischen,1,0
citizen,1,0
clara,1,0
class,1,1
cruz,1,0
csn,1,0
desktopgeraete,1,0
declares,1,0
dauer,1,0
dauerhaft,1,0
dauern,1,0
davison,1,0
dazugehörige,1,0
dazuschreiben,1,0
db,1,0
dd,1,0
deaktiviert,1,0
deaktivierte,1,0
debatte,1,0
debian,1,0
decken,1,0
defenselink,1,0
augenzeuge,1,0
definiert,1,0
del,1,0
delete,1,0
deliver,1,0
demnaechst,1,0
denke,1,0
denken,1,0
department,1,0
derjenige,1,0
derwesten,1,0
aufzulösen,1,0
derzeitige,1,1
derzeitigen,1,0
datums,1,0
datierte,1,0
cupertino,1,0
daniel,1,0
current,1,0
currenthour,1,0
cyper,1,0
d21e95,1,0
d6,1,0
d90,1,0
ausgebildete,1,0
ausgang,1,0
ausgab,1,0
ausfuellen,1,0
dahin,1,0
damen,1,0
ausfuehrlichsten,1,0
ausfuehrliche,1,0
datiert,1,0
dankbar,1,0
ausformulierten,1,0
dankeschön,1,0
dankon,1,0
dapete,1,1
ausfaellt,1,0
auseinandersetzungen,1,0
ausblenden,1,1
date,1,0
auptseite,1,0
dateiformat,1,0
augmented,1,0
datenverlusten,1,0
geworfen,1,0
gewuenschten,1,0
gezeigte,1,0
giants,1,0
manual,1,0
manuellautomatische,1,0
manuelle,1,0
marafiga,1,0
marianne,1,1
markenrecht,1,1
marsch,1,0
maschinen,1,0
maskulinum,1,0
mass,1,0
mathematische,1,0
allgemeinen,1,0
maus,1,0
maxplanckgesellschaft,1,0
maybe,1,0
means,1,0
allgemeinem,1,0
mediawikihandbuch,1,0
mediawikisystemtexte,1,0
medicine,1,0
medienberichten,1,0
medienkonkret,1,0
medienpreis,1,0
medienrauschen,1,0
medientheoretiker,1,0
medienticker,1,0
medizinischen,1,0
mehrer,1,0
allesamt,1,0
mannheim,1,0
manipulationen,1,0
mangels,1,0
maifischinformationstafel,1,0
macos,1,0
madridsol,1,0
maengelhinweises,1,0
maennliche,1,1
maennlichen,1,0
maerkte,1,0
maerz,1,1
mafiakontakten,1,0
mafiaverbindungen,1,0
mafiaverdaechtiger,1,0
mag,1,0
maher,1,0
alt,1,0
maifischtafel,1,0
mangelnder,1,0
maifischzuchtanlage,1,0
mail,1,0
mailfilter,1,0
mailingliste,1,0
mailinglisten,1,0
mailman,1,0
mailprogramms,1,0
make,1,0
alphabetisch,1,0
manager,1,0
mangel,1,0
mangelhaft,1,0
mangelhafte,1,0
mehrfachweiterleitungen,1,0
allerwichtigsten,1,0
meint,1,0
mission,1,0
millennium,1,0
albanisch,1,0
mime,1,0
miniatur,1,0
ministerpraesident,1,1
ministers,1,0
mipsarchitektur,1,0
mipsprozessorplattform,1,0
miranda,1,1
mirandairc,1,1
mircordner,1,0
misión,1,0
akzeptieren,1,0
missione,1,0
militaerischen,1,0
missionen,1,0
missão,1,0
mitarbeiten,1,0
mitarbeitern,1,0
mitgefuehl,1,0
mitgenommen,1,0
mitgeteilt,1,0
mitglied,1,0
mitglieder,1,0
mitgliedszeitschrift,1,0
mithalten,1,0
mitorganisiere,1,0
mitstreiter,1,0
militaerstrukturen,1,0
militaerbeobachter,1,0
allermeisten,1,1
alg,1,0
alleinige,1,0
meinungsbilder,1,0
meinungsbildern,1,0
meistens,1,0
meisterin,1,0
melden,1,0
align,1,1
mens,1,0
alias,1,0
menschenleben,1,0
menschheit,1,0
menschliche,1,0
menschlichen,1,0
mercy,1,0
migration,1,0
mergen,1,0
message,1,0
mesz,1,0
metaseite,1,0
meter,1,0
mexikolexikon,1,1
mez,1,0
alfred,1,0
alemán,1,0
michelinmann,1,0
microsoftgruender,1,0
midlifecrisis,1,0
miembro,1,0
macnewsartikel,1,0
macht’s,1,0
machthaber,1,0
leserschaft,1,0
leeren,1,0
legislaturperiode,1,0
lehrerin,1,0
leicht,1,0
leiden,1,0
leidenschaft,1,0
leisten,1,0
leistungen,1,0
leitlinien,1,0
lemma,1,0
lernen,1,0
lesenswert,1,0
lesenswerter,1,0
lesezeichen,1,0
lebte,1,0
let,1,0
levels,1,0
libanesen,1,0
licht,1,0
lidé,1,0
lieber,1,0
liebsten,1,0
lief,1,0
liefern,1,0
liefert,1,0
liegen,1,0
lies,1,0
liessen,1,0
lediglich,1,0
lebensumstaende,1,0
like,1,0
laufen,1,0
landtagswahl‬,1,0
lange,1,0
langem,1,0
langen,1,0
langfristig,1,0
langjaehriger,1,0
langsam,1,0
langsamer,1,0
language,1,0
anbindung,1,0
last,1,0
lastindexof,1,0
laufe,1,0
laufend,1,0
lebenslange,1,0
laufenden,1,0
lauffaehige,1,0
lautet,1,0
lautete,1,0
layers,1,0
layout,1,0
layoutprogramm,1,0
layouts,1,0
ldap,1,0
leaders,1,0
least,1,0
leben,1,0
lebens,1,0
liest,1,0
amt‬,1,0
machten,1,0
lucru,1,0
logs,1,1
lohnt,1,0
lokale,1,0
lokales,1,1
lokalnachrichten,1,0
london,1,0
long,1,0
looking,1,0
loslösung,1,0
lotto,1,0
amministratori,1,0
lovink,1,0
luck,1,0
luecke,1,0
logolink,1,0
luftfahrt,1,1
luftfahrtsicherheit,1,0
america,1,0
amateure,1,0
löschlogbuch,1,0
altpapier,1,0
löst,1,0
lösung,1,0
löwensaal,1,0
altes,1,0
altersschwaeche,1,0
mache,1,0
alternativer,1,0
logos,1,0
logoersatz,1,0
linkbild,1,1
listen,1,0
linke,1,1
linken,1,0
linksalternative,1,1
linksalternativen,1,0
linksammlung,1,0
linktipp,1,0
linuxinfotag,1,0
linuxmagazin,1,0
linuxnutzer,1,0
linuxsoftwareangebot,1,0
linuxversionen,1,0
linz,1,0
amtierenden,1,0
listinfo,1,0
locationukraine,1,0
lizenbedingungen,1,0
amtierende,1,0
lizenzbausteinen,1,0
amt,1,0
lizenzgruenden,1,0
ll,1,0
lleider,1,0
load,1,0
lobbyismus,1,1
lobbypedia,1,1
localday,1,0
localhour,1,0
localtime,1,0
mitte,1,0
mitteilung,1,0
mittelmaessig,1,0
notre,1,0
nirwanischen,1,0
nix,1,0
noarticletext,1,0
nominiert,1,0
nonprofit,1,0
nordkorea,1,0
nordkueste,1,0
normalfall,1,1
normenkontrollverfahren,1,0
norwegischen,1,0
afghanistan,1,1
notice,1,0
noticia,1,0
afgha,1,1
niemanden,1,0
affaere,1,0
npov,1,0
npr,1,0
nsverbrecher,1,0
nuernberg,1,0
nuernberger,1,0
nuestra,1,0
nuetzliche,1,1
nuetzlichen,1,0
numberofarticles,1,0
nutzerkreis,1,0
nutzt,1,0
nutzte,1,0
night,1,0
niederschlagsfrei,1,0
nutzungsrechte,1,1
newsseiten,1,0
neuem,1,0
neuling,1,1
neun,1,0
neuseeland,1,1
neutral,1,0
age,1,0
newarticletext,1,0
newsfeeds,1,0
newsmedlungen,1,0
newsnamensraum,1,0
newsquelle,1,0
newsroom,1,0
newsseite,1,0
newssite,1,0
niedersachsen,1,0
afrikanisches,1,1
newstickerkultur,1,0
newstickerpolitik,1,0
ngoonline,1,1
ngos,1,0
nichtanonymisierter,1,0
nichtregierungsorganisationen,1,0
nickname,1,0
nie,1,0
niederlage,1,1
niederlande,1,1
niederlandenet,1,1
niederlandestudien,1,0
nutzungsbedingung,1,0
o,1,0
agrar,1,1
optionen,1,0
onlinesammelstelle,1,0
onlinewörterbuch,1,0
onlyifediting,1,0
opa,1,0
opening,1,0
openldap,1,0
opensourcekomponenten,1,0
opensourceprogramms,1,0
opfer,1,0
oppositionsfuehrer,1,0
oppositionskandidaten,1,0
optimiert,1,0
optimismus,1,0
orangene,1,0
onlinemagazine,1,0
ordentliche,1,0
aelteren,1,0
ordered,1,0
ordnern,1,0
ordnungsgemaess,1,0
organisatorisches,1,1
orgseite,1,0
orientieren,1,0
orientiert…,1,0
originale,1,1
ort,1,0
ortszeit,1,0
ostatnie,1,0
onlineportal,1,1
onlinemagazin,1,0
aeusserungen,1,0
oesterreichischen,1,0
obenstehende,1,0
ober,1,1
oberkategorie,1,0
oberster,1,1
oberstes,1,0
oberösterreichischen,1,0
objectif,1,0
obleute,1,0
obsolet,1,0
oeffentliche,1,1
oekologie,1,0
aeusserung,1,1
oesterreichische,1,1
aeste,1,0
onlinekosten,1,0
offene,1,0
offener,1,0
offenkundigen,1,0
official,1,0
offizieller,1,0
offiziere,1,0
oftmals,1,0
ohmynews,1,0
okay,1,1
aendringar,1,0
aemter,1,0
one,1,0
aelterer,1,0
neubesetzung,1,1
agrardebatte,1,1
mittels,1,0
mw,1,0
muehe,1,0
muellhaufen,1,0
muenchen,1,0
muenster,1,0
muenze,1,0
muesse,1,0
aktualisierung,1,0
muessten,1,0
musst,1,0
mussten,1,0
mutig,1,0
mutmassliche,1,0
muutokset,1,0
myskin,1,0
mucho,1,0
mythos,1,0
målsaettning,1,0
målsetningnb,1,0
möchtest,1,0
aktivitaet,1,0
mögliche,1,0
aktiviere,1,0
möglichtkeit,1,0
möller,1,0
n03000005323,1,0
n24,1,0
n24artikel,1,0
nachahmen,1,0
mudanças,1,0
much,1,0
nachbau,1,0
moldawien,1,0
mittwochs,1,1
mitverschieben,1,0
mitverschoben,1,0
mitzuarbeiten,1,0
mitzumachen,1,0
mobilfu,1,0
mod,1,0
mode,1,1
moderation,1,0
modernen,1,0
modifications,1,0
modular,1,0
moeller,1,0
molekulares,1,0
mozillazine,1,1
moment,1,0
momentanen,1,0
momento,1,0
monate,1,0
monatlich,1,0
montag,1,0
montenegro,1,1
montgomery,1,0
most,1,0
movie,1,0
aktualisierungen,1,0
mozillaprojekts,1,0
mozillasuite,1,0
nachbarn,1,0
nachdenken,1,0
netzanbieter,1,0
naturgemaess,1,0
namensform,1,0
namensraeume,1,0
namensraeumen,1,0
namensraum,1,0
namensregelung,1,0
akkreditierungen,1,0
nancy,1,0
nasa,1,0
national,1,1
nationale,1,0
nationalsozialismus,1,0
nationen,1,0
akkreditierung,1,0
naturwissenschaft,1,0
nahostfocus,1,1
aip,1,0
nebenkriegsschauplatz,1,0
neeeeein,1,0
negative,1,0
negocios,1,0
negócios,1,0
nein,1,1
nennen,1,0
nennung,1,1
nerven,1,0
agrarpolitik,1,1
netline,1,0
netter,1,0
aktenordner,1,0
nahmen,1,0
nachfolgenden,1,0
nachrichtenmagazins,1,0
nachfolger,1,0
nachfrage,1,0
nachfragte,1,0
nachgelesen,1,0
nachgeschaut,1,0
nachhaltig,1,0
nachlesen,1,0
nachpruefen,1,0
aktiver,1,0
aktiven,1,0
nachrichtenartikel,1,0
nachrichtenbereich,1,1
nachrichtendienst,1,0
nachrichtenmedien,1,0
nahm,1,0
nachrichtenportale,1,0
nachrichtenportalen,1,0
nachrichtenportals,1,0
aktionen,1,0
nachrichtenredaktion,1,0
nachrichtenteil,1,0
nachrichtenueberblick,1,0
nachrichtenwert,1,0
nacht,1,0
nachwirkungen,1,0
aktienkurs,1,0
naechster,1,0
naeheres,1,0
landmasse,1,0
landes,1,0
landen,1,0
hoffe,1,1
hinweisen,1,0
hinwies,1,0
hinzugefuegt,1,0
hirn,1,0
historischen,1,0
hitmeister,1,0
hizmetliler,1,0
hlavní,1,0
hna,1,0
ho,1,1
hobbyschreiber,1,0
hoch,1,0
hochgeladene,1,0
hoffendlich,1,0
hinterlassen,1,0
hoffentlich,1,0
hoffnung,1,1
hofft,1,0
hohe,1,0
hohenasperg,1,0
hola,1,1
holders,1,0
holtzbrinckverlag,1,0
homeshoppingkanaele,1,0
horst,1,1
ans,1,0
hubbleteleskops,1,0
huffington,1,0
hinweise,1,1
hinterherschreiben,1,0
hut,1,0
hierzu,1,0
hersteller,1,0
herum,1,0
herzlich,1,0
herzlichen,1,0
heures,1,0
anschuldigungen,1,0
heuteonline,1,0
hh,1,0
hhkjhkhlkjh,1,0
hi,1,1
hierarchisches,1,0
hierfuer,1,0
hiermit,1,0
highlight,1,0
hintergrundinformation,1,1
anschrift,1,0
hilfeindex,1,0
anschluss,1,0
hilfreich,1,0
hilfreichen,1,0
himmel,1,0
hinblick,1,0
hindeutet,1,0
hindu,1,0
hinreichender,1,0
hinschreiben,1,0
hintergrundberichte,1,0
anschliessend,1,0
hundert,1,0
höhe,1,0
herrscher,1,0
anmeldung,1,0
informantenschutz,1,0
announcement,1,0
informationsamt,1,0
informationsfreiheitsgesetz,1,0
informationstafel,1,0
informationsversorgung,1,0
informationswert,1,0
informeller,1,0
informieren,1,0
informiert,1,0
infoservice,1,0
inglés,1,0
inhaftierung,1,0
anmelden,1,0
annullierten,1,0
inhalten,1,0
inhalts,1,0
initiiert,1,0
inka,1,1
inklusive,1,0
innland,1,0
anleitung,1,0
insoweit,1,0
inspiriert,1,1
install,1,0
installieren,1,0
installiert,1,0
instituts,1,0
infoquelle,1,0
indiziert,1,0
anpassungen,1,0
anpassen,1,0
ibm,1,0
icio,1,0
icon,1,0
ideal,1,0
ideen,1,0
identicaaccount,1,0
identifiziert,1,0
identify,1,0
identischen,1,0
ideologie,1,0
idioma,1,0
idiomas,1,0
iexplorer,1,0
anpasse,1,0
individualethik,1,0
imc,1,0
immer…,1,0
importfunktionalitaet,1,0
importieren,1,0
importmöglichkeit,1,0
importproblem,1,0
incomplete,1,0
independent,1,0
indesign,1,0
another,1,0
india,1,0
indien,1,1
indirekt,1,0
herrscht,1,0
herren,1,0
integrieren,1,0
grundprinzipien,1,0
greenpeace,1,1
grenzenlosem,1,0
groben,1,0
gross,1,0
grossartige,1,0
grossbritannien,1,1
grossem,1,0
anwenden,1,0
gruendet,1,0
gruendung,1,0
gruendungsmitglied,1,0
gruessen,1,0
anwaelte,1,0
grundproblem,1,0
graswurzeljournalismus,1,0
grundprobleme,1,0
grundsaetzliche,1,0
gruppieren,1,0
antworten,1,0
grössten,1,0
guard,1,0
guardian,1,1
gucken,1,0
gudanggaram,1,0
gueltigen,1,0
guenter,1,0
guenther,1,0
gutachten,1,0
graz,1,0
grammatisch,1,0
antrat,1,0
gleichstand,1,0
anzeige,1,0
gibt…,1,0
gift,1,0
giftgasungluecks,1,0
gigantischen,1,0
gipfel,1,0
glaub,1,1
glaube,1,0
glaubens,1,0
glaubwuerdigkeit,1,0
gleich,1,0
gleiche,1,0
gleichermassen,1,0
gleichzeitig,1,0
graciès,1,0
anyway,1,0
globalen,1,0
globalisierungskritische,1,0
globalsecurity,1,1
glubschaugen,1,0
glueckwunsch,1,0
gnu,1,0
gnupg,1,0
anwendung,1,0
googlegruender,1,0
googlenews,1,0
gospodarka,1,0
gracias,1,0
gutachter,1,0
guter,1,1
herkömmlichen,1,0
heftigen,1,0
haufschild,1,0
hauptakteur,1,0
hauptgruende,1,0
hauptkategorien,1,0
hauptpunkten,1,0
ansprechperson,1,0
ansprechpartner,1,0
hauptseitenvorlage,1,0
hauptstadt,1,0
haushaltsreform,1,0
hautcreme,1,0
ansprechen,1,0
hefti,1,0
heike,1,0
has,1,0
heilige,1,0
ansonsten,1,0
heisemeldung,1,1
heisenews,1,1
heiseonline,1,0
heissen,1,0
hektik,1,0
hell,1,0
heraushebt,1,0
herauskam,1,0
herauslöst,1,0
herein,1,0
hereingefallen,1,0
anstössige,1,1
harsche,1,0
gutes,1,0
haeufig,1,0
göre,1,0
antrags,1,0
haaretz,1,1
haberler,1,0
hablo,1,0
hackers,1,0
had,1,0
haekchen,1,0
haelfte,1,0
haenden,1,0
haerte,1,0
haertet,1,0
haettest,1,0
hafen,1,0
harper,1,1
haft,1,0
haftbefehl,1,0
haftstrafen,1,0
halber,1,0
halbgeschuetzten,1,0
halbschutz,1,1
hamburger,1,0
handeln,1,0
handelt,1,0
handy,1,0
handys,1,0
hannoversche,1,0
harken,1,0
int,1,0
interessantes,1,0
lanciert,1,0
kondom,1,0
kommandeure,1,0
kommandeuren,1,0
kommas,1,0
komme,1,1
kommenden,1,0
kommenter,1,0
kommerziell,1,0
kommerzielle,1,0
kommissario,1,0
kommission,1,0
angabe,1,0
kommunale,1,0
kommunistischen,1,0
konkrete,1,0
kolonialpolitik,1,0
konkreter,1,0
konkretisiert,1,0
konkurrenz,1,0
anfragen,1,0
konnten,1,0
konsenses,1,0
konsequent,1,0
konsequenzen,1,0
konstitutive,1,0
kontaktmanagement,1,0
kontinentleiste,1,0
konto,1,0
konvergenz,1,0
komfort,1,0
kollaborativen,1,0
anfertigen,1,0
kilometer,1,0
kats,1,0
kaum,1,0
kennst,1,0
kennt,1,1
kennzeichnen,1,0
kennzeichnung,1,0
kernaussage,1,0
kernels,1,0
kernzeiten,1,0
kezdőlap,1,0
kiezseite,1,0
kiezticker,1,0
kilogramm,1,0
kind,1,0
koblenzer,1,0
kirche,1,0
kissling,1,0
kişilerine,1,0
angeblicher,1,0
klappt,1,0
klausel,1,0
angeblichen,1,0
kleinere,1,0
kleineren,1,0
angeblich,1,0
klickst,1,0
klingt,1,0
koalition,1,0
konzerne,1,0
konzertkritiken,1,0
angebot,1,0
kölnlexikon,1,0
kursbestimmung,1,0
kurzartikel,1,0
andy,1,0
kurzem,1,0
kurzen,1,0
kurzfassung,1,1
kurzfristig,1,0
kurzfristige,1,0
kuturticker,1,0
kuwaitstadt,1,0
kyiv,1,0
kyodo,1,1
kölndeutz,1,0
kölnmarsdorfer,1,0
anerkennung,1,0
kölnpoll,1,0
königreich,1,0
königreichs,1,0
anderernickname,1,0
könntest,1,0
könntet,1,0
laak,1,0
laboratory,1,0
laden,1,0
laedt,1,0
laenge,1,1
lage,1,0
lagerkommandant,1,0
kunden,1,0
kueste,1,0
koordinierung,1,0
kressreport,1,0
koordynacja,1,0
kopien,1,0
koreanische,1,0
korrekturen,1,1
kosmetikbereich,1,0
kostenfreien,1,0
kostenloses,1,0
kostenpflichtige,1,0
kostenpflichtigen,1,0
kpa,1,0
kraefte,1,0
kraft,1,0
krankheiten,1,0
kriminellen,1,0
kuenstler,1,0
krise,1,0
anfaenger,1,0
kritiker,1,0
kritische,1,0
kritisiert,1,1
krueger,1,0
kryesore,1,0
ksirc,1,0
kuendigen,1,0
kuendigt,1,0
kuendigte,1,0
kuendigten,1,0
kuenftig,1,1
kategória,1,0
kategorisierenden,1,0
interessen,1,0
itartass,1,1
anklicken,1,0
iskussion,1,0
islaenderin,1,0
islamistischen,1,0
ismo,1,0
iso88591,1,0
israel,1,1
israelische,1,0
israelnetz,1,1
anklage,1,0
ankam,1,0
italiener,1,0
italienische,1,0
itbranche,1,0
irgendwelche,1,0
itnachrichten,1,0
anheizte,1,0
ivsoftware,1,0
ixsoft,1,0
iş,1,0
anhalten,1,0
anhaenger,1,0
angriffe,1,0
angezeigt,1,0
jahresabschlussbericht,1,0
jahreslauf,1,0
jahrestag,1,0
angewendet,1,0
irref,1,0
irgendjemand,1,0
angestellter,1,0
interviewwuenschen,1,0
interessenskonflikte,1,0
interessenten,1,0
interessieren,1,0
interessiert,1,0
interessierte,1,0
anlage,1,0
internationales,1,1
anlaessen,1,0
internetexplorer,1,0
internetportal,1,0
internetzeitungen,1,0
internetzensur,1,0
interviewpartner,1,0
interwikilinks,1,0
irgendetwas,1,0
intro,1,0
involviert,1,0
inzwischen,1,0
ipblocklist,1,0
ipods,1,0
anlaesse,1,0
irakische,1,0
irakkrieg,1,0
ankuendigung,1,0
ircchannels,1,0
irccsatornák,1,0
ircplugin,1,0
irgendein,1,0
janeiro,1,0
angestellten,1,0
kategoriler,1,0
kandidaturen,1,0
angegriffen,1,0
just,1,0
jutschtschenko,1,0
kabinettskollegen,1,0
kaempfen,1,0
kaempfern,1,0
kai,1,0
kalenderapplikation,1,0
kalenderblatt,1,0
kam,1,0
kanał,1,0
kandidat,1,0
kandidatinnen,1,0
kannibalisiert,1,0
julissa,1,0
karlsruher,1,0
kasseler,1,0
kasselwiki,1,0
kassiert,1,0
katastrophe,1,0
angegebene,1,0
angefuehrter,1,0
angefuegt,1,0
angeeignet,1,0
kategorienbereinigung,1,1
kategoriennamen,1,1
kategoriestruktur,1,0
kategoriezuordnung,1,0
junge,1,0
jugendkriminalitaet,1,0
janukowitschs,1,0
jeweilige,1,0
japaner,1,0
japanische,1,0
japanischen,1,0
javaclient,1,1
jazeera,1,0
angepasst,1,0
jederzeit,1,0
jedoceh,1,0
angenommen,1,0
jegliche,1,0
jerusalem,1,1
jet,1,0
jetzigen,1,0
jeweils,1,0
juengstes,1,0
join,1,1
joomla,1,0
joomlaquelltext,1,0
journalism,1,0
journalist,1,0
journalistenverbandes,1,0
angelegten,1,0
jpl,1,0
js,1,0
jubel,1,0
jude,1,0
juedischen,1,0
juengst,1,0
정치,1,0
